census_id,kernel_spill_100,kernel_spill_300,kernel_spill_500,airbnb_listings,geometry,Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros,other_owners,individual_owners,legal_entity_owners,hoa_owners,total_owners,pct_legal_entity,edu_level_1,edu_level_2,edu_level_3,edu_level_4,edu_level_5,edu_level_6,total_population,pct_edu_1,pct_edu_2,pct_edu_3,pct_edu_4,pct_edu_5,pct_edu_6,population,airbnb_per_1000,year,post
05087,2.969375292650642,15.193830181945064,40.03249881495457,NA,list(),2015,5,Sarrià-St. Gervasi,27,el Putxet i el Farró,87,26845.32,10,1020,170,3,1203,0.14131338320864506,22,73,187,396,640,11,1329,0.01655379984951091,0.05492851768246802,0.14070729872084273,0.2979683972911964,0.4815650865312265,0.008276899924755455,1514,NA,2015,0
05088,2.884642145731908,16.581229566289306,39.94508829075242,1,"c(428384.174247065, 4584138.27059424)",2015,5,Sarrià-St. Gervasi,27,el Putxet i el Farró,88,25701.47,13,1416,166,2,1597,0.10394489668127739,28,81,220,448,727,21,1525,0.018360655737704918,0.05311475409836065,0.14426229508196722,0.2937704918032787,0.47672131147540986,0.01377049180327869,1764,0.5668934240362812,2015,0
05089,7.62753544426595,24.626523807379982,53.602923135367135,NA,list(),2015,5,Sarrià-St. Gervasi,27,el Putxet i el Farró,89,27806.18,17,1497,436,0,1950,0.2235897435897436,28,82,168,415,735,18,1446,0.019363762102351315,0.056708160442600276,0.11618257261410789,0.2869986168741355,0.508298755186722,0.012448132780082987,1666,NA,2015,0
06037,4.303624985997267,25.302430028426674,60.18828004058291,1,"c(429050.609937154, 4584243.84926849)",2015,6,Gràcia,31,la Vila de Gràcia,37,22212.4,3,724,76,0,803,0.09464508094645081,16,99,158,248,407,0,928,0.017241379310344827,0.10668103448275862,0.17025862068965517,0.2672413793103448,0.4385775862068966,0,1091,0.9165902841429882,2015,0
06038,6.278484585905982,32.36762771179076,73.36440487199242,NA,list(),2015,6,Gràcia,31,la Vila de Gràcia,38,21697.44,6,974,222,0,1202,0.18469217970049917,46,132,205,322,559,6,1270,0.03622047244094488,0.10393700787401575,0.16141732283464566,0.25354330708661416,0.4401574803149606,0.004724409448818898,1475,NA,2015,0
06039,6.769031578696708,37.157157787667046,83.27462132619797,2,"c(429186.74221065, 429231.781829683, 4583974.93544868, 4583879.00978667)",2015,6,Gràcia,31,la Vila de Gràcia,39,20165.38,1,902,460,0,1363,0.3374908290535583,45,189,221,355,580,13,1403,0.03207412687099073,0.1347113328581611,0.15751960085531005,0.25302922309337134,0.413399857448325,0.009265858873841768,1573,1.2714558169103625,2015,0
06040,5.616754589415034,32.11024813474423,74.3558329578771,1,"c(429084.842405134, 4583983.70479644)",2015,6,Gràcia,31,la Vila de Gràcia,40,23175.22,2,992,100,1,1095,0.091324200913242,28,150,197,402,639,6,1422,0.01969057665260197,0.10548523206751055,0.13853727144866385,0.28270042194092826,0.44936708860759494,0.004219409282700422,1617,0.6184291898577613,2015,0
06041,5.322908682265928,36.24553518849066,84.15441058052721,1,"c(429120.390009386, 4583601.41539875)",2015,6,Gràcia,31,la Vila de Gràcia,41,22017.19,4,784,140,1,929,0.15069967707212056,33,148,218,365,691,19,1474,0.022388059701492536,0.10040705563093623,0.14789687924016282,0.24762550881953868,0.4687924016282225,0.012890094979647219,1693,0.5906674542232723,2015,0
06042,8.369135136980503,43.96964155441581,96.90751706779628,4,"c(429237.200631195, 429282.719433729, 429336.479387435, 429391.000380569, 4583578.06713844, 4583616.48276572, 4583557.11241888, 4583489.96302413)",2015,6,Gràcia,31,la Vila de Gràcia,42,24370.9,9,1248,469,1,1727,0.27156919513607414,34,135,203,383,668,13,1436,0.023676880222841225,0.09401114206128133,0.1413649025069638,0.2667130919220056,0.46518105849582175,0.009052924791086351,1703,2.3487962419260127,2015,0
06043,11.915856683988494,50.18778593160134,106.66053350683931,6,"c(429317.953176988, 429331.043108655, 429354.115507305, 429370.84297965, 429475.954549991, 429492.694915036, 4583286.38166869, 4583428.37144223, 4583308.23468664, 4583394.67438364, 4583371.44417841, 4583373.50176424)",2015,6,Gràcia,31,la Vila de Gràcia,43,21991.52,3,716,183,0,902,0.20288248337028825,40,90,151,292,492,5,1070,0.037383177570093455,0.08411214953271028,0.1411214953271028,0.27289719626168224,0.45981308411214955,0.004672897196261682,1215,4.938271604938271,2015,0
06044,15.249114317053225,60.81176898362213,126.4583022063342,8,"c(429388.161937824, 429420.831689269, 429543.043360514, 429567.586843639, 4583284.58650616, 4583205.43727988, 4583220.90172082, 4583079.65592306)",2015,6,Gràcia,31,la Vila de Gràcia,44,24492.41,13,961,508,1,1483,0.34254888739042483,27,105,174,342,616,20,1284,0.02102803738317757,0.08177570093457943,0.13551401869158877,0.26635514018691586,0.4797507788161994,0.01557632398753894,1459,5.483207676490747,2015,0
06045,17.298487652467408,66.17797936652975,133.64816456443106,8,"c(429561.580997132, 429643.373988946, 429687.425147243, 429700.580003654, 429729.487045727, 429837.474443794, 4583321.75798928, 4583307.63942258, 4583367.16736974, 4583258.23107226, 4583307.91365981, 4583322.41075669)",2015,6,Gràcia,31,la Vila de Gràcia,45,21866.12,6,650,226,2,884,0.25565610859728505,28,88,162,283,586,5,1152,0.024305555555555556,0.0763888888888889,0.140625,0.2456597222222222,0.5086805555555556,0.004340277777777778,1303,6.139677666922487,2015,0
06046,16.7469805541767,64.16632583375885,127.38374499949532,3,"c(429677.252863943, 429691.280258441, 429774.900923369, 4583524.92761063, 4583505.91644158, 4583421.83319108)",2015,6,Gràcia,31,la Vila de Gràcia,46,18819.57,0,578,64,0,642,0.09968847352024922,44,134,157,238,378,8,959,0.045881126173096975,0.1397288842544317,0.16371220020855057,0.24817518248175183,0.39416058394160586,0.008342022940563087,1075,2.7906976744186047,2015,0
07080,0.04840196115254766,1.5958918225981154,7.007938333882367,NA,list(),2015,7,Horta-Guinardó,37,el Carmel,80,15401.36,4,1017,168,0,1189,0.14129520605550883,162,293,454,339,183,35,1466,0.11050477489768076,0.19986357435197818,0.3096862210095498,0.23124147339699863,0.12482946793997271,0.023874488403819918,1783,NA,2015,0
07081,0.24143514725852194,2.0449437911716135,7.387988540041206,NA,list(),2015,7,Horta-Guinardó,38,la Teixonera,81,16807.33,1,1584,73,0,1658,0.04402895054282268,162,369,545,380,235,29,1720,0.0941860465116279,0.21453488372093024,0.3168604651162791,0.22093023255813954,0.13662790697674418,0.01686046511627907,1966,NA,2015,0
07082,0.3578679451704237,2.70522980943955,9.249841924634033,NA,list(),2015,7,Horta-Guinardó,38,la Teixonera,82,15441.09,0,1012,32,0,1044,0.03065134099616858,112,243,333,265,123,26,1102,0.10163339382940109,0.22050816696914702,0.3021778584392015,0.24047186932849365,0.11161524500907441,0.023593466424682397,1290,NA,2015,0
08001,0.24008686718008487,1.6622151395502138,5.257255455187199,1,"c(430261.839672795, 4586844.60248038)",2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,1,17659.01,0,764,32,0,796,0.04020100502512563,103,268,290,258,178,20,1117,0.09221128021486123,0.23992837958818264,0.25962399283795884,0.23097582811101164,0.1593554162936437,0.017905102954341987,1249,0.8006405124099278,2015,0
08002,1.2512750115909497,3.0730090129908008,7.631966112516618,NA,list(),2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2,20752.09,1,1026,139,0,1166,0.11921097770154374,74,185,271,297,249,10,1086,0.06813996316758748,0.1703499079189687,0.24953959484346225,0.27348066298342544,0.2292817679558011,0.009208103130755065,1277,NA,2015,0
08003,0.6902612942748038,2.6362818617866806,7.265241316976664,NA,list(),2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3,17976.73,0,770,35,0,805,0.043478260869565216,103,228,258,261,214,7,1071,0.096171802054155,0.21288515406162464,0.24089635854341737,0.24369747899159663,0.19981325863678806,0.006535947712418301,1214,NA,2015,0
08004,0.41326489522739873,2.182827135405125,6.256375848320168,NA,list(),2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,4,16824.06,3,703,70,2,778,0.08997429305912596,97,264,324,311,209,17,1222,0.07937806873977087,0.2160392798690671,0.265139116202946,0.25450081833060556,0.17103109656301146,0.013911620294599018,1403,NA,2015,0
08005,0.14731571544395883,1.8866036196866012,6.314441873748756,NA,list(),2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,5,18293.62,1,889,57,0,947,0.06019007391763464,96,221,234,242,203,22,1018,0.09430255402750491,0.21709233791748528,0.22986247544204322,0.23772102161100198,0.1994106090373281,0.021611001964636542,1150,NA,2015,0
08006,0.4961568439173523,2.598193767334704,7.908664866889534,NA,list(),2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,6,18920.25,1,1047,159,0,1207,0.13173156586578294,62,238,305,350,297,6,1258,0.0492845786963434,0.1891891891891892,0.2424483306836248,0.27821939586645467,0.23608903020667726,0.0047694753577106515,1468,NA,2015,0
08007,0.04908853967156984,1.6572634683405771,6.574203132022904,NA,list(),2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,7,20058.93,4,976,40,1,1021,0.039177277179236046,89,209,262,271,223,15,1069,0.0832553788587465,0.19550982226379796,0.245088868101029,0.25350795135640786,0.20860617399438727,0.01403180542563143,1194,NA,2015,0
08008,0.12430537904664093,2.146344073889684,7.96331919688662,NA,list(),2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8,19374.85,7,1332,47,1,1387,0.033886085075702954,83,249,357,379,339,13,1420,0.05845070422535211,0.17535211267605633,0.25140845070422535,0.2669014084507042,0.23873239436619717,0.009154929577464789,1628,NA,2015,0
08009,0.24904819042790344,2.8554607891921067,9.636265116488989,NA,list(),2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,9,17277.32,0,859,45,1,905,0.049723756906077346,94,238,390,376,320,8,1426,0.06591865357643759,0.16690042075736325,0.27349228611500703,0.26367461430575034,0.2244039270687237,0.005610098176718092,1663,NA,2015,0
08010,0.04135736618014772,1.7244651474691648,6.937346105018197,NA,list(),2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,10,19010.76,2,814,84,0,900,0.09333333333333334,58,173,273,257,194,13,968,0.05991735537190083,0.1787190082644628,0.28202479338842973,0.265495867768595,0.20041322314049587,0.013429752066115703,1111,NA,2015,0
08011,0.053315522766157065,1.6822775410106576,6.7377045624495135,NA,list(),2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,11,21015.88,1,766,144,20,931,0.15467239527389903,62,157,234,288,245,16,1002,0.06187624750499002,0.156686626746507,0.23353293413173654,0.2874251497005988,0.24451097804391217,0.015968063872255488,1168,NA,2015,0
05090,4.1047520393825385,17.399676574507772,39.92012463465192,2,"c(428586.435734442, 428651.055808659, 4584473.80319604, 4584499.81318988)",2015,5,Sarrià-St. Gervasi,27,el Putxet i el Farró,90,25806.88,6,1302,229,0,1537,0.14899154196486664,18,74,218,453,799,15,1577,0.011414077362079899,0.046924540266328474,0.13823715916296767,0.2872542802790108,0.5066582117945466,0.009511731135066582,1842,1.0857763300760044,2015,0
05091,2.688905467646306,13.20059561247461,32.31532904448101,1,"c(428499.49543663, 4584642.31633291)",2015,5,Sarrià-St. Gervasi,27,el Putxet i el Farró,91,25803.67,2,978,75,0,1055,0.07109004739336493,21,91,180,367,615,16,1290,0.01627906976744186,0.07054263565891473,0.13953488372093023,0.28449612403100777,0.47674418604651164,0.012403100775193798,1515,0.6600660066006601,2015,0
05092,6.178938972597746,18.091639233106676,38.93759796920843,2,"c(428189.367020867, 428373.546495936, 4584219.03128359, 4584415.95022427)",2015,5,Sarrià-St. Gervasi,27,el Putxet i el Farró,92,29981.79,5,1294,180,2,1481,0.12153950033760973,24,48,164,359,641,30,1266,0.018957345971563982,0.037914691943127965,0.12954186413902052,0.2835703001579779,0.5063191153238547,0.023696682464454975,1504,1.3297872340425532,2015,0
05093,2.0313719403091755,9.129225279036755,24.96953087526612,2,"c(428061.734492429, 428128.415007929, 4584161.4524702, 4584141.91517622)",2015,5,Sarrià-St. Gervasi,27,el Putxet i el Farró,93,25973.24,0,790,235,0,1025,0.22926829268292684,14,66,127,317,434,5,963,0.014537902388369679,0.06853582554517133,0.13187954309449637,0.3291796469366563,0.45067497403946,0.005192107995846314,1137,1.7590149516270888,2015,0
06047,18.91191444645598,65.50991486087237,128.01140310717975,3,"c(429607.688100117, 429649.014951273, 429650.325609266, 4583506.72849866, 4583544.07684593, 4583420.82167736)",2015,6,Gràcia,31,la Vila de Gràcia,47,16473.79,1,686,87,0,774,0.1124031007751938,63,294,307,332,566,15,1577,0.039949270767279645,0.186429930247305,0.1946734305643627,0.21052631578947367,0.3589093214965124,0.009511731135066582,1775,1.6901408450704227,2015,0
06048,17.198695980450182,59.25776988398753,117.78746134682521,4,"c(429463.260782244, 429591.093205327, 429635.173559926, 429654.769662816, 4583441.51624339, 4583433.61052664, 4583417.98774781, 4583361.93303049)",2015,6,Gràcia,31,la Vila de Gràcia,48,19430.95,2,689,94,0,785,0.1197452229299363,47,120,203,315,531,13,1229,0.03824247355573637,0.09764035801464606,0.16517493897477625,0.2563059397884459,0.4320585842148088,0.010577705451586655,1400,2.857142857142857,2015,0
06049,12.031473190609974,50.28209303292122,103.39794632199855,NA,list(),2015,6,Gràcia,31,la Vila de Gràcia,49,20305.65,2,630,130,0,762,0.17060367454068243,38,135,156,221,393,12,955,0.039790575916230364,0.14136125654450263,0.16335078534031414,0.23141361256544501,0.41151832460732984,0.012565445026178011,1111,NA,2015,0
06050,10.443927706393659,52.12046930664862,107.0979294035202,3,"c(429465.207203055, 429466.713551404, 429512.457240207, 4583641.35001661, 4583710.1735218, 4583771.90452161)",2015,6,Gràcia,31,la Vila de Gràcia,50,17459.76,0,633,75,0,708,0.1059322033898305,31,137,175,291,440,19,1093,0.028362305580969808,0.1253430924062214,0.16010978956999086,0.26623970722781337,0.4025617566331198,0.01738334858188472,1229,2.441008950366151,2015,0
06051,7.818668583770614,42.90021042370043,93.14231924332476,3,"c(429336.105874819, 429366.065973356, 429425.857276456, 4583775.84390534, 4583847.72069324, 4583892.65973434)",2015,6,Gràcia,31,la Vila de Gràcia,51,19310.09,2,660,133,0,795,0.16729559748427672,30,131,166,253,516,6,1102,0.02722323049001815,0.11887477313974591,0.15063520871143377,0.2295825771324864,0.46823956442831216,0.0054446460980036296,1306,2.2970903522205206,2015,0
06052,12.474661023776966,50.65841199586941,101.2069618817345,1,"c(429423.901514498, 4583949.30377867)",2015,6,Gràcia,31,la Vila de Gràcia,52,19569.42,3,785,111,1,900,0.12333333333333334,38,167,228,356,616,13,1418,0.02679830747531735,0.11777150916784203,0.1607898448519041,0.25105782792665726,0.43441466854724964,0.009167842031029619,1602,0.6242197253433208,2015,0
06053,13.506177603213699,55.60938485613975,109.76388479943058,1,"c(429530.208367238, 4583963.812492)",2015,6,Gràcia,31,la Vila de Gràcia,53,21074.68,1,803,132,1,937,0.14087513340448238,34,193,207,341,511,13,1299,0.02617397998460354,0.14857582755966128,0.15935334872979215,0.26250962278675904,0.3933795227097768,0.010007698229407237,1493,0.6697923643670461,2015,0
06054,11.397977066886627,56.90987664589473,114.75713747248102,4,"c(429565.608716023, 429665.44132501, 429672.915984209, 429790.866522012, 4583735.85795135, 4583858.13008008, 4583767.01347608, 4583861.35403223)",2015,6,Gràcia,31,la Vila de Gràcia,54,20243.57,2,886,149,2,1039,0.14340712223291627,44,197,228,346,565,17,1397,0.031496062992125984,0.14101646385110952,0.1632068718682892,0.24767358625626343,0.4044380816034359,0.012168933428775949,1593,2.5109855618330195,2015,0
06055,16.048150391149154,63.86147332835822,124.87194014011513,1,"c(429659.611942784, 4583688.31192211)",2015,6,Gràcia,31,la Vila de Gràcia,55,20793.67,1,729,284,0,1014,0.28007889546351084,95,193,240,260,465,8,1261,0.0753370340999207,0.15305313243457574,0.19032513877874702,0.20618556701030927,0.3687549563838224,0.006344171292624901,1430,0.6993006993006994,2015,0
06056,12.491016360834625,61.88815185596952,127.71558020764661,6,"c(429791.027643135, 429823.2332702, 429875.766154106, 429989.544496497, 429994.998802886, 4583619.30877091, 4583664.51856727, 4583650.68616014, 4583572.97515808, 4583531.84165578)",2015,6,Gràcia,31,la Vila de Gràcia,56,18778.45,3,720,91,0,814,0.11179361179361179,39,202,197,311,590,12,1351,0.028867505551443375,0.14951887490747595,0.14581791265729088,0.23019985196151,0.43671354552183567,0.008882309400444115,1524,3.937007874015748,2015,0
06057,14.478939546928345,64.36164420988565,132.36953448318673,9,"c(429746.47678204, 429771.037330488, 429772.472310411, 429778.700536032, 429818.372611, 429912.977870759, 429914.436958382, 429934.723033456, 429970.926062297, 4583594.20412405, 4583540.67188027, 4583516.23154277, 4583555.03136249, 4583508.01452538, 4583349.43695038, 4583413.81971625, 4583350.33683197, 4583376.63365288)",2015,6,Gràcia,31,la Vila de Gràcia,57,19386.43,3,764,184,1,952,0.19327731092436976,58,182,188,359,525,14,1326,0.043740573152337855,0.13725490196078433,0.14177978883861236,0.2707390648567119,0.39592760180995473,0.010558069381598794,1498,6.008010680907877,2015,0
06058,13.27882331681627,66.77604257907501,138.08424071816256,4,"c(430066.544689939, 430086.553233659, 430119.582451114, 430128.327540325, 4583495.62107591, 4583489.87642938, 4583620.5719463, 4583573.85534817)",2015,6,Gràcia,31,la Vila de Gràcia,58,20102.28,5,1094,310,1,1410,0.2198581560283688,70,194,244,376,624,9,1517,0.04614370468029005,0.12788398154251812,0.16084377059986815,0.24785761371127224,0.41133816743572843,0.005932762030323006,1692,2.3640661938534278,2015,0
07083,1.3883762217846316,3.976214592174748,11.055207725520118,NA,list(),2015,7,Horta-Guinardó,38,la Teixonera,83,15863.6,2,750,79,0,831,0.0950661853188929,119,244,311,243,162,19,1098,0.10837887067395265,0.2222222222222222,0.28324225865209474,0.22131147540983606,0.14754098360655737,0.017304189435336976,1238,NA,2015,0
07084,0.45883749731756374,2.9403484698111377,9.380170210648474,1,"c(428805.756703992, 4585950.56023643)",2015,7,Horta-Guinardó,38,la Teixonera,84,15562.7,3,818,65,1,887,0.07328072153325817,118,261,330,242,174,19,1144,0.10314685314685315,0.22814685314685315,0.28846153846153844,0.21153846153846154,0.1520979020979021,0.016608391608391608,1316,0.7598784194528875,2015,0
07085,1.0432208169925115,3.0561751795299323,8.795036486599683,NA,list(),2015,7,Horta-Guinardó,38,la Teixonera,85,16504.72,1,899,79,1,980,0.08061224489795918,113,217,312,253,164,25,1084,0.10424354243542436,0.20018450184501846,0.2878228782287823,0.2333948339483395,0.15129151291512916,0.023062730627306273,1287,NA,2015,0
07086,0.6598257116923005,3.0060005156509626,8.769814806275035,NA,list(),2015,7,Horta-Guinardó,38,la Teixonera,86,15865.03,0,776,62,0,838,0.07398568019093078,114,300,322,304,195,17,1252,0.09105431309904154,0.23961661341853036,0.2571884984025559,0.24281150159744408,0.15575079872204473,0.013578274760383386,1442,NA,2015,0
08039,0.06067416708424527,0.9539982077677883,3.402254810556802,NA,list(),2015,8,Nou Barris,46,el Turó de la Peira,39,14987.25,5,793,49,0,847,0.05785123966942149,124,360,333,277,186,30,1310,0.09465648854961832,0.2748091603053435,0.25419847328244277,0.21145038167938932,0.14198473282442747,0.022900763358778626,1525,NA,2015,0
08040,0.06259717419209522,1.1698418787622145,4.181282636438036,NA,list(),2015,8,Nou Barris,46,el Turó de la Peira,40,11761.37,0,964,164,0,1128,0.1453900709219858,164,335,405,312,138,24,1378,0.11901306240928883,0.24310595065312046,0.29390420899854863,0.22641509433962265,0.10014513788098693,0.01741654571843251,1624,NA,2015,0
08041,0.05184315800264438,1.2079687577883325,4.210782231158344,NA,list(),2015,8,Nou Barris,46,el Turó de la Peira,41,10595.68,0,766,336,2,1104,0.30434782608695654,146,563,579,421,177,64,1950,0.07487179487179488,0.2887179487179487,0.2969230769230769,0.2158974358974359,0.09076923076923077,0.03282051282051282,2346,NA,2015,0
08042,0.03138513430708558,1.3710275855280623,5.148458627991128,NA,list(),2015,8,Nou Barris,46,el Turó de la Peira,42,17959.14,4,846,27,1,878,0.030751708428246014,140,282,252,234,218,7,1133,0.1235657546337158,0.24889673433362755,0.22241835834068843,0.20653133274492497,0.19240953221535745,0.00617828773168579,1291,NA,2015,0
08043,0.05844777593156408,1.4578368367140406,5.225920960588298,NA,list(),2015,8,Nou Barris,46,el Turó de la Peira,43,14995.6,0,757,117,0,874,0.13386727688787187,102,260,291,211,118,19,1001,0.1018981018981019,0.2597402597402597,0.2907092907092907,0.21078921078921078,0.11788211788211789,0.01898101898101898,1143,NA,2015,0
08044,0.09430740989449024,1.4641276568093942,4.91135601634094,NA,list(),2015,8,Nou Barris,46,el Turó de la Peira,44,12951.57,0,600,196,0,796,0.24623115577889448,127,288,336,267,123,30,1171,0.10845431255337319,0.24594363791631085,0.28693424423569597,0.22801024765157984,0.10503842869342442,0.025619128949615714,1348,NA,2015,0
08045,0.31561434196439764,1.8003829618775413,5.228703688668357,NA,list(),2015,8,Nou Barris,46,el Turó de la Peira,45,12757.87,0,565,222,0,787,0.2820838627700127,167,310,403,354,200,21,1455,0.11477663230240549,0.21305841924398625,0.27697594501718215,0.24329896907216494,0.13745704467353953,0.01443298969072165,1693,NA,2015,0
08046,0.8897798183270157,2.322002702506205,5.483277295281567,NA,list(),2015,8,Nou Barris,46,el Turó de la Peira,46,14552.21,0,638,196,0,834,0.23501199040767387,152,293,297,293,145,21,1201,0.12656119900083265,0.24396336386344714,0.2472939217318901,0.24396336386344714,0.12073272273105745,0.017485428809325562,1367,NA,2015,0
05094,0.9441558956198431,7.7552894679028235,21.550214914311862,1,"c(428087.339606568, 4584635.29587127)",2015,5,Sarrià-St. Gervasi,27,el Putxet i el Farró,94,29604.64,9,1993,417,4,2423,0.1721007016095749,30,96,258,668,1018,31,2101,0.014278914802475012,0.04569252736792004,0.12279866730128511,0.3179438362684436,0.48453117563065207,0.014754878629224179,2533,0.3947887879984209,2015,0
05095,0.7935080217992099,4.818952220067288,15.059209745710012,NA,list(),2015,5,Sarrià-St. Gervasi,27,el Putxet i el Farró,95,23785.38,1,1076,123,1,1201,0.10241465445462115,24,102,210,388,589,6,1319,0.01819560272934041,0.07733131159969674,0.15921152388172857,0.2941622441243366,0.44655041698256254,0.004548900682335102,1602,NA,2015,0
05096,1.4838721832179798,6.128539358539366,17.659023730637735,NA,list(),2015,5,Sarrià-St. Gervasi,27,el Putxet i el Farró,96,23577.34,3,765,82,0,850,0.09647058823529411,9,58,159,283,382,6,897,0.010033444816053512,0.06465997770345597,0.17725752508361203,0.31549609810479373,0.4258639910813824,0.006688963210702341,1069,NA,2015,0
05097,2.1955883947996853,9.970943148510191,24.91597136763242,NA,list(),2015,5,Sarrià-St. Gervasi,27,el Putxet i el Farró,97,26731.41,8,1102,146,0,1256,0.11624203821656051,24,48,155,411,622,16,1276,0.018808777429467086,0.03761755485893417,0.12147335423197492,0.3221003134796238,0.48746081504702193,0.012539184952978056,1593,NA,2015,0
05098,1.3504782180577661,8.477108752430539,22.760145988909624,NA,list(),2015,5,Sarrià-St. Gervasi,27,el Putxet i el Farró,98,25595.18,2,1283,99,0,1384,0.07153179190751445,9,92,173,381,585,5,1245,0.007228915662650603,0.07389558232931727,0.1389558232931727,0.3060240963855422,0.46987951807228917,0.004016064257028112,1472,NA,2015,0
05049,1.2328067680429262,8.054046473514486,25.323164993722383,NA,list(),2015,5,Sarrià-St. Gervasi,26,Sant Gervasi - Galvany,49,37295.27,1,1073,404,5,1483,0.2724207687120701,12,51,176,407,701,30,1377,0.008714596949891068,0.037037037037037035,0.12781408859840232,0.29557007988380535,0.5090777051561365,0.02178649237472767,1627,NA,2015,0
05050,2.315628742798028,9.378417343524546,26.74476955606158,NA,list(),2015,5,Sarrià-St. Gervasi,26,Sant Gervasi - Galvany,50,28523.31,10,1336,344,0,1690,0.20355029585798817,15,70,183,412,668,19,1367,0.010972933430870519,0.051207022677395755,0.13386978785662035,0.3013899049012436,0.48866130212143377,0.013899049012435992,1628,NA,2015,0
06059,10.777496732276823,60.680369404036306,125.19672175803606,3,"c(429838.318075409, 429972.166668002, 430020.421499594, 4583840.90883345, 4583850.71606717, 4583740.33069455)",2015,6,Gràcia,31,la Vila de Gràcia,59,20884.85,7,935,92,1,1035,0.08888888888888889,68,194,216,311,492,14,1295,0.05250965250965251,0.1498069498069498,0.1667953667953668,0.24015444015444015,0.3799227799227799,0.010810810810810811,1503,1.9960079840319362,2015,0
06060,15.435411009735512,58.46592019744117,115.52578633371616,2,"c(429720.991215332, 429855.963644773, 4583983.05379671, 4584022.82581895)",2015,6,Gràcia,31,la Vila de Gràcia,60,19166.55,6,967,157,0,1130,0.13893805309734514,67,247,291,413,550,17,1585,0.04227129337539432,0.15583596214511042,0.18359621451104102,0.2605678233438486,0.3470031545741325,0.010725552050473186,1788,1.1185682326621924,2015,0
06061,10.613833954246914,46.95212904297326,96.97860869213396,4,"c(429592.835342239, 429652.639001983, 429704.7050147, 429727.407160446, 4584128.63697127, 4584089.19540636, 4584027.62360902, 4584127.32961218)",2015,6,Gràcia,31,la Vila de Gràcia,61,21644.22,1,633,63,3,700,0.09,42,181,226,333,397,14,1193,0.03520536462699078,0.15171835708298406,0.18943839061190276,0.27912824811399833,0.3327745180217938,0.01173512154233026,1343,2.9784065524944157,2015,0
06062,11.603270956771341,45.735037004860914,94.93028180369618,2,"c(429727.530315602, 429814.5220775, 4584226.14451063, 4584231.96245384)",2015,6,Gràcia,31,la Vila de Gràcia,62,19445.21,4,773,40,0,817,0.04895960832313342,45,153,225,323,411,12,1169,0.03849443969204448,0.13088109495295125,0.1924721984602224,0.2763045337895637,0.3515825491873396,0.010265183917878529,1354,1.4771048744460855,2015,0
06063,8.467569427799932,46.606325998394105,102.36987527365595,12,"c(429831.45062367, 429879.311661413, 429911.132902158, 429933.539745394, 429941.769375867, 429947.921115452, 429952.109214425, 429966.460186576, 429967.263821318, 429978.067075986, 4584167.4013823, 4584275.74638919, 4584108.89437701, 4584092.02312296, 4584078.61998121, 4584109.64864442, 4584024.11562324, 4584125.01339165, 4584121.67474158, 4584201.5113015)",2015,6,Gràcia,31,la Vila de Gràcia,63,19454.15,1,808,120,1,930,0.12903225806451613,59,179,240,319,508,0,1305,0.045210727969348656,0.1371647509578544,0.1839080459770115,0.24444444444444444,0.38927203065134097,0,1496,8.0213903743315509,2015,0
06064,11.745143239441552,61.33671066114062,127.09441367797284,3,"c(430034.215835707, 430094.10888254, 430161.02231029, 4583956.70425465, 4583839.5451673, 4583843.34064953)",2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,64,23508.51,5,1022,150,8,1185,0.12658227848101267,66,180,269,433,663,25,1636,0.040342298288508556,0.1100244498777506,0.16442542787286063,0.26466992665036676,0.40525672371638144,0.015281173594132029,1896,1.5822784810126582,2015,0
06065,8.906549444982241,52.266879372342785,113.22597209528078,1,"c(430136.34182219, 4583971.2622353)",2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,65,23556.23,5,812,54,0,871,0.06199770378874857,30,115,173,290,392,6,1006,0.02982107355864811,0.1143141153081511,0.17196819085487078,0.2882703777335984,0.38966202783300197,0.005964214711729622,1175,0.851063829787234,2015,0
06066,6.790028625329404,48.947680233995165,108.84868078364191,1,"c(430269.950348563, 4584043.25352796)",2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,66,21281.57,2,632,71,0,705,0.10070921985815603,41,98,170,235,302,11,857,0.047841306884480746,0.11435239206534423,0.1983663943990665,0.2742123687281214,0.352392065344224,0.012835472578763127,959,1.0427528675703859,2015,0
