Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Seccio_censal,Desc_tipus_propietari,Concepte,Nombre
2025,3,Sants-Montjuïc,18,Sants,109,Persona Física - Espanyola,Nombre,685
2025,3,Sants-Montjuïc,18,Sants,110,Persona Física - Espanyola,Nombre,702
2025,3,Sants-Montjuïc,18,Sants,111,Persona Física - Espanyola,Nombre,612
2025,3,Sants-Montjuïc,18,Sants,112,Persona Física - Espanyola,Nombre,738
2025,3,Sants-Montjuïc,18,Sants,113,Persona Física - Espanyola,Nombre,657
2025,3,Sants-Montjuïc,18,Sants,114,Persona Física - Espanyola,Nombre,650
2025,3,Sants-Montjuïc,11,el Poble Sec,1,Persona Física - Estrangera,Nombre,69
2025,3,Sants-Montjuïc,11,el Poble Sec,2,Persona Física - Estrangera,Nombre,114
2025,3,Sants-Montjuïc,11,el Poble Sec,3,Persona Física - Estrangera,Nombre,71
2025,3,Sants-Montjuïc,11,el Poble Sec,4,Persona Física - Estrangera,Nombre,68
2025,3,Sants-Montjuïc,11,el Poble Sec,5,Persona Física - Estrangera,Nombre,41
2025,3,Sants-Montjuïc,11,el Poble Sec,6,Persona Física - Estrangera,Nombre,84
2025,3,Sants-Montjuïc,11,el Poble Sec,7,Persona Física - Estrangera,Nombre,98
2025,3,Sants-Montjuïc,11,el Poble Sec,8,Persona Física - Estrangera,Nombre,52
2025,3,Sants-Montjuïc,11,el Poble Sec,9,Persona Física - Estrangera,Nombre,46
2025,3,Sants-Montjuïc,11,el Poble Sec,10,Persona Física - Estrangera,Nombre,74
2025,3,Sants-Montjuïc,11,el Poble Sec,11,Persona Física - Estrangera,Nombre,148
2025,3,Sants-Montjuïc,11,el Poble Sec,12,Persona Física - Estrangera,Nombre,154
2025,3,Sants-Montjuïc,11,el Poble Sec,13,Persona Física - Estrangera,Nombre,154
2025,3,Sants-Montjuïc,11,el Poble Sec,14,Persona Física - Estrangera,Nombre,141
2025,3,Sants-Montjuïc,11,el Poble Sec,15,Persona Física - Estrangera,Nombre,210
2025,3,Sants-Montjuïc,11,el Poble Sec,16,Persona Física - Estrangera,Nombre,58
2025,3,Sants-Montjuïc,11,el Poble Sec,17,Persona Física - Estrangera,Nombre,126
2025,3,Sants-Montjuïc,11,el Poble Sec,18,Persona Física - Estrangera,Nombre,78
2025,3,Sants-Montjuïc,11,el Poble Sec,19,Persona Física - Estrangera,Nombre,45
2025,3,Sants-Montjuïc,11,el Poble Sec,20,Persona Física - Estrangera,Nombre,48
2025,3,Sants-Montjuïc,11,el Poble Sec,21,Persona Física - Estrangera,Nombre,35
2025,3,Sants-Montjuïc,11,el Poble Sec,22,Persona Física - Estrangera,Nombre,83
2025,3,Sants-Montjuïc,11,el Poble Sec,23,Persona Física - Estrangera,Nombre,127
2025,3,Sants-Montjuïc,11,el Poble Sec,24,Persona Física - Estrangera,Nombre,166
2025,3,Sants-Montjuïc,12,la Marina del Prat Vermell,25,Persona Física - Estrangera,Nombre,89
2025,3,Sants-Montjuïc,13,la Marina de Port,26,Persona Física - Estrangera,Nombre,11
2025,3,Sants-Montjuïc,13,la Marina de Port,27,Persona Física - Estrangera,Nombre,19
2025,3,Sants-Montjuïc,13,la Marina de Port,28,Persona Física - Estrangera,Nombre,137
2025,3,Sants-Montjuïc,13,la Marina de Port,29,Persona Física - Estrangera,Nombre,21
2025,3,Sants-Montjuïc,13,la Marina de Port,30,Persona Física - Estrangera,Nombre,45
2025,3,Sants-Montjuïc,13,la Marina de Port,31,Persona Física - Estrangera,Nombre,40
2025,3,Sants-Montjuïc,13,la Marina de Port,32,Persona Física - Estrangera,Nombre,44
2025,3,Sants-Montjuïc,13,la Marina de Port,33,Persona Física - Estrangera,Nombre,44
2025,3,Sants-Montjuïc,13,la Marina de Port,34,Persona Física - Estrangera,Nombre,38
2025,3,Sants-Montjuïc,13,la Marina de Port,35,Persona Física - Estrangera,Nombre,38
2025,3,Sants-Montjuïc,13,la Marina de Port,36,Persona Física - Estrangera,Nombre,79
2025,3,Sants-Montjuïc,13,la Marina de Port,37,Persona Física - Estrangera,Nombre,22
2025,3,Sants-Montjuïc,13,la Marina de Port,38,Persona Física - Estrangera,Nombre,17
2025,3,Sants-Montjuïc,13,la Marina de Port,39,Persona Física - Estrangera,Nombre,74
2025,3,Sants-Montjuïc,13,la Marina de Port,211,Persona Física - Estrangera,Nombre,17
2025,3,Sants-Montjuïc,13,la Marina de Port,212,Persona Física - Estrangera,Nombre,71
2025,3,Sants-Montjuïc,13,la Marina de Port,213,Persona Física - Estrangera,Nombre,86
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,40,Persona Física - Estrangera,Nombre,21
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,41,Persona Física - Estrangera,Nombre,41
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,42,Persona Física - Estrangera,Nombre,49
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,43,Persona Física - Estrangera,Nombre,48
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,44,Persona Física - Estrangera,Nombre,45
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,45,Persona Física - Estrangera,Nombre,28
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,46,Persona Física - Estrangera,Nombre,39
2025,3,Sants-Montjuïc,15,Hostafrancs,47,Persona Física - Estrangera,Nombre,47
2025,3,Sants-Montjuïc,15,Hostafrancs,48,Persona Física - Estrangera,Nombre,24
2025,3,Sants-Montjuïc,15,Hostafrancs,49,Persona Física - Estrangera,Nombre,51
2025,3,Sants-Montjuïc,15,Hostafrancs,50,Persona Física - Estrangera,Nombre,59
2025,3,Sants-Montjuïc,15,Hostafrancs,51,Persona Física - Estrangera,Nombre,54
2025,3,Sants-Montjuïc,15,Hostafrancs,52,Persona Física - Estrangera,Nombre,44
2025,3,Sants-Montjuïc,15,Hostafrancs,53,Persona Física - Estrangera,Nombre,72
2025,3,Sants-Montjuïc,15,Hostafrancs,54,Persona Física - Estrangera,Nombre,41
2025,3,Sants-Montjuïc,15,Hostafrancs,55,Persona Física - Estrangera,Nombre,49
2025,3,Sants-Montjuïc,15,Hostafrancs,56,Persona Física - Estrangera,Nombre,42
2025,3,Sants-Montjuïc,16,la Bordeta,57,Persona Física - Estrangera,Nombre,18
2025,3,Sants-Montjuïc,16,la Bordeta,58,Persona Física - Estrangera,Nombre,66
2025,3,Sants-Montjuïc,16,la Bordeta,59,Persona Física - Estrangera,Nombre,46
2025,3,Sants-Montjuïc,16,la Bordeta,60,Persona Física - Estrangera,Nombre,7
2025,3,Sants-Montjuïc,16,la Bordeta,61,Persona Física - Estrangera,Nombre,36
2025,3,Sants-Montjuïc,16,la Bordeta,62,Persona Física - Estrangera,Nombre,33
2025,3,Sants-Montjuïc,16,la Bordeta,63,Persona Física - Estrangera,Nombre,46
2025,3,Sants-Montjuïc,16,la Bordeta,64,Persona Física - Estrangera,Nombre,12
2025,3,Sants-Montjuïc,16,la Bordeta,65,Persona Física - Estrangera,Nombre,6
2025,3,Sants-Montjuïc,16,la Bordeta,66,Persona Física - Estrangera,Nombre,35
2025,3,Sants-Montjuïc,16,la Bordeta,67,Persona Física - Estrangera,Nombre,19
2025,3,Sants-Montjuïc,16,la Bordeta,68,Persona Física - Estrangera,Nombre,28
2025,3,Sants-Montjuïc,16,la Bordeta,69,Persona Física - Estrangera,Nombre,18
2025,3,Sants-Montjuïc,17,Sants-Badal,70,Persona Física - Estrangera,Nombre,29
2025,3,Sants-Montjuïc,17,Sants-Badal,71,Persona Física - Estrangera,Nombre,29
2025,3,Sants-Montjuïc,17,Sants-Badal,72,Persona Física - Estrangera,Nombre,21
2025,3,Sants-Montjuïc,17,Sants-Badal,73,Persona Física - Estrangera,Nombre,33
2025,3,Sants-Montjuïc,17,Sants-Badal,74,Persona Física - Estrangera,Nombre,27
2025,3,Sants-Montjuïc,17,Sants-Badal,75,Persona Física - Estrangera,Nombre,37
2025,3,Sants-Montjuïc,17,Sants-Badal,76,Persona Física - Estrangera,Nombre,17
2025,3,Sants-Montjuïc,17,Sants-Badal,77,Persona Física - Estrangera,Nombre,31
2025,3,Sants-Montjuïc,17,Sants-Badal,78,Persona Física - Estrangera,Nombre,31
2025,3,Sants-Montjuïc,17,Sants-Badal,79,Persona Física - Estrangera,Nombre,43
2025,3,Sants-Montjuïc,17,Sants-Badal,80,Persona Física - Estrangera,Nombre,21
2025,3,Sants-Montjuïc,17,Sants-Badal,81,Persona Física - Estrangera,Nombre,21
2025,3,Sants-Montjuïc,17,Sants-Badal,82,Persona Física - Estrangera,Nombre,28
2025,3,Sants-Montjuïc,17,Sants-Badal,83,Persona Física - Estrangera,Nombre,19
2025,3,Sants-Montjuïc,17,Sants-Badal,84,Persona Física - Estrangera,Nombre,7
2025,3,Sants-Montjuïc,17,Sants-Badal,85,Persona Física - Estrangera,Nombre,24
2025,3,Sants-Montjuïc,18,Sants,86,Persona Física - Estrangera,Nombre,7
2025,3,Sants-Montjuïc,18,Sants,87,Persona Física - Estrangera,Nombre,16
2025,3,Sants-Montjuïc,18,Sants,88,Persona Física - Estrangera,Nombre,19
2025,3,Sants-Montjuïc,18,Sants,89,Persona Física - Estrangera,Nombre,17
2025,3,Sants-Montjuïc,18,Sants,90,Persona Física - Estrangera,Nombre,6
2025,3,Sants-Montjuïc,18,Sants,91,Persona Física - Estrangera,Nombre,25
2025,3,Sants-Montjuïc,18,Sants,92,Persona Física - Estrangera,Nombre,20
2025,3,Sants-Montjuïc,18,Sants,93,Persona Física - Estrangera,Nombre,20
2025,3,Sants-Montjuïc,18,Sants,94,Persona Física - Estrangera,Nombre,21
2025,3,Sants-Montjuïc,18,Sants,95,Persona Física - Estrangera,Nombre,34
2025,3,Sants-Montjuïc,18,Sants,96,Persona Física - Estrangera,Nombre,27
2025,3,Sants-Montjuïc,18,Sants,97,Persona Física - Estrangera,Nombre,38
2025,3,Sants-Montjuïc,18,Sants,98,Persona Física - Estrangera,Nombre,37
2025,3,Sants-Montjuïc,18,Sants,99,Persona Física - Estrangera,Nombre,36
2025,3,Sants-Montjuïc,18,Sants,100,Persona Física - Estrangera,Nombre,24
2025,3,Sants-Montjuïc,18,Sants,101,Persona Física - Estrangera,Nombre,27
2025,3,Sants-Montjuïc,18,Sants,102,Persona Física - Estrangera,Nombre,25
2025,3,Sants-Montjuïc,18,Sants,103,Persona Física - Estrangera,Nombre,12
2025,3,Sants-Montjuïc,18,Sants,104,Persona Física - Estrangera,Nombre,46
2025,3,Sants-Montjuïc,18,Sants,105,Persona Física - Estrangera,Nombre,27
2025,3,Sants-Montjuïc,18,Sants,106,Persona Física - Estrangera,Nombre,43
2025,3,Sants-Montjuïc,18,Sants,107,Persona Física - Estrangera,Nombre,39
2025,3,Sants-Montjuïc,18,Sants,108,Persona Física - Estrangera,Nombre,35
2025,3,Sants-Montjuïc,18,Sants,109,Persona Física - Estrangera,Nombre,34
2025,3,Sants-Montjuïc,18,Sants,110,Persona Física - Estrangera,Nombre,28
2025,3,Sants-Montjuïc,18,Sants,111,Persona Física - Estrangera,Nombre,23
2025,3,Sants-Montjuïc,18,Sants,112,Persona Física - Estrangera,Nombre,35
2025,3,Sants-Montjuïc,18,Sants,113,Persona Física - Estrangera,Nombre,22
2025,3,Sants-Montjuïc,18,Sants,114,Persona Física - Estrangera,Nombre,20
2025,3,Sants-Montjuïc,11,el Poble Sec,1,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,11,el Poble Sec,2,Societats anònimes,Nombre,19
2025,3,Sants-Montjuïc,11,el Poble Sec,3,Societats anònimes,Nombre,7
2025,3,Sants-Montjuïc,11,el Poble Sec,4,Societats anònimes,Nombre,7
2025,3,Sants-Montjuïc,11,el Poble Sec,5,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,11,el Poble Sec,6,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,11,el Poble Sec,7,Societats anònimes,Nombre,12
2025,3,Sants-Montjuïc,11,el Poble Sec,8,Societats anònimes,Nombre,18
2025,3,Sants-Montjuïc,11,el Poble Sec,9,Societats anònimes,Nombre,11
2025,3,Sants-Montjuïc,11,el Poble Sec,10,Societats anònimes,Nombre,5
2025,3,Sants-Montjuïc,11,el Poble Sec,11,Societats anònimes,Nombre,6
2025,3,Sants-Montjuïc,11,el Poble Sec,12,Societats anònimes,Nombre,9
2025,3,Sants-Montjuïc,11,el Poble Sec,13,Societats anònimes,Nombre,25
2025,3,Sants-Montjuïc,11,el Poble Sec,14,Societats anònimes,Nombre,7
2025,3,Sants-Montjuïc,11,el Poble Sec,15,Societats anònimes,Nombre,24
2025,3,Sants-Montjuïc,11,el Poble Sec,16,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,11,el Poble Sec,17,Societats anònimes,Nombre,6
2025,3,Sants-Montjuïc,11,el Poble Sec,18,Societats anònimes,Nombre,24
2025,3,Sants-Montjuïc,11,el Poble Sec,19,Societats anònimes,Nombre,56
2025,3,Sants-Montjuïc,11,el Poble Sec,20,Societats anònimes,Nombre,9
2025,3,Sants-Montjuïc,11,el Poble Sec,22,Societats anònimes,Nombre,16
2025,3,Sants-Montjuïc,11,el Poble Sec,23,Societats anònimes,Nombre,10
2025,3,Sants-Montjuïc,11,el Poble Sec,24,Societats anònimes,Nombre,30
2025,3,Sants-Montjuïc,12,la Marina del Prat Vermell,25,Societats anònimes,Nombre,2
2025,3,Sants-Montjuïc,13,la Marina de Port,26,Societats anònimes,Nombre,2
2025,3,Sants-Montjuïc,13,la Marina de Port,27,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,13,la Marina de Port,28,Societats anònimes,Nombre,5
2025,3,Sants-Montjuïc,13,la Marina de Port,30,Societats anònimes,Nombre,4
2025,3,Sants-Montjuïc,13,la Marina de Port,31,Societats anònimes,Nombre,10
2025,3,Sants-Montjuïc,13,la Marina de Port,32,Societats anònimes,Nombre,18
2025,3,Sants-Montjuïc,13,la Marina de Port,33,Societats anònimes,Nombre,9
2025,3,Sants-Montjuïc,13,la Marina de Port,34,Societats anònimes,Nombre,6
2025,3,Sants-Montjuïc,13,la Marina de Port,35,Societats anònimes,Nombre,4
2025,3,Sants-Montjuïc,13,la Marina de Port,36,Societats anònimes,Nombre,5
2025,3,Sants-Montjuïc,13,la Marina de Port,37,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,13,la Marina de Port,38,Societats anònimes,Nombre,7
2025,3,Sants-Montjuïc,13,la Marina de Port,39,Societats anònimes,Nombre,17
2025,3,Sants-Montjuïc,13,la Marina de Port,211,Societats anònimes,Nombre,2
2025,3,Sants-Montjuïc,13,la Marina de Port,212,Societats anònimes,Nombre,25
2025,3,Sants-Montjuïc,13,la Marina de Port,213,Societats anònimes,Nombre,47
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,41,Societats anònimes,Nombre,3
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,42,Societats anònimes,Nombre,8
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,43,Societats anònimes,Nombre,14
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,44,Societats anònimes,Nombre,9
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,45,Societats anònimes,Nombre,16
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,46,Societats anònimes,Nombre,4
2025,3,Sants-Montjuïc,15,Hostafrancs,47,Societats anònimes,Nombre,25
2025,3,Sants-Montjuïc,15,Hostafrancs,48,Societats anònimes,Nombre,5
2025,3,Sants-Montjuïc,15,Hostafrancs,49,Societats anònimes,Nombre,4
2025,3,Sants-Montjuïc,15,Hostafrancs,50,Societats anònimes,Nombre,7
2025,3,Sants-Montjuïc,15,Hostafrancs,51,Societats anònimes,Nombre,28
2025,3,Sants-Montjuïc,15,Hostafrancs,52,Societats anònimes,Nombre,25
2025,3,Sants-Montjuïc,15,Hostafrancs,53,Societats anònimes,Nombre,10
2025,3,Sants-Montjuïc,15,Hostafrancs,54,Societats anònimes,Nombre,5
2025,3,Sants-Montjuïc,15,Hostafrancs,55,Societats anònimes,Nombre,7
2025,3,Sants-Montjuïc,15,Hostafrancs,56,Societats anònimes,Nombre,2
2025,3,Sants-Montjuïc,16,la Bordeta,57,Societats anònimes,Nombre,16
2025,3,Sants-Montjuïc,16,la Bordeta,58,Societats anònimes,Nombre,6
2025,3,Sants-Montjuïc,16,la Bordeta,59,Societats anònimes,Nombre,3
2025,3,Sants-Montjuïc,16,la Bordeta,60,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,16,la Bordeta,61,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,16,la Bordeta,62,Societats anònimes,Nombre,13
2025,3,Sants-Montjuïc,16,la Bordeta,63,Societats anònimes,Nombre,3
2025,3,Sants-Montjuïc,16,la Bordeta,64,Societats anònimes,Nombre,6
2025,3,Sants-Montjuïc,16,la Bordeta,65,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,16,la Bordeta,66,Societats anònimes,Nombre,6
2025,3,Sants-Montjuïc,16,la Bordeta,67,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,16,la Bordeta,68,Societats anònimes,Nombre,2
2025,3,Sants-Montjuïc,16,la Bordeta,69,Societats anònimes,Nombre,5
2025,3,Sants-Montjuïc,17,Sants-Badal,70,Societats anònimes,Nombre,18
2025,3,Sants-Montjuïc,17,Sants-Badal,71,Societats anònimes,Nombre,5
2025,3,Sants-Montjuïc,17,Sants-Badal,72,Societats anònimes,Nombre,3
2025,3,Sants-Montjuïc,17,Sants-Badal,73,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,17,Sants-Badal,74,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,17,Sants-Badal,75,Societats anònimes,Nombre,4
2025,3,Sants-Montjuïc,17,Sants-Badal,76,Societats anònimes,Nombre,2
2025,3,Sants-Montjuïc,17,Sants-Badal,77,Societats anònimes,Nombre,30
2025,3,Sants-Montjuïc,17,Sants-Badal,78,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,17,Sants-Badal,79,Societats anònimes,Nombre,8
2025,3,Sants-Montjuïc,17,Sants-Badal,80,Societats anònimes,Nombre,5
2025,3,Sants-Montjuïc,17,Sants-Badal,81,Societats anònimes,Nombre,2
2025,3,Sants-Montjuïc,17,Sants-Badal,83,Societats anònimes,Nombre,5
2025,3,Sants-Montjuïc,17,Sants-Badal,85,Societats anònimes,Nombre,45
2025,3,Sants-Montjuïc,18,Sants,86,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,18,Sants,87,Societats anònimes,Nombre,61
2025,3,Sants-Montjuïc,18,Sants,88,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,18,Sants,89,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,18,Sants,90,Societats anònimes,Nombre,10
2025,3,Sants-Montjuïc,18,Sants,91,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,18,Sants,92,Societats anònimes,Nombre,12
2025,3,Sants-Montjuïc,18,Sants,93,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,18,Sants,94,Societats anònimes,Nombre,11
2025,3,Sants-Montjuïc,18,Sants,95,Societats anònimes,Nombre,4
2025,3,Sants-Montjuïc,18,Sants,96,Societats anònimes,Nombre,7
2025,3,Sants-Montjuïc,18,Sants,97,Societats anònimes,Nombre,4
2025,3,Sants-Montjuïc,18,Sants,98,Societats anònimes,Nombre,16
2025,3,Sants-Montjuïc,18,Sants,99,Societats anònimes,Nombre,2
2025,3,Sants-Montjuïc,18,Sants,100,Societats anònimes,Nombre,6
2025,3,Sants-Montjuïc,18,Sants,101,Societats anònimes,Nombre,9
2025,3,Sants-Montjuïc,18,Sants,102,Societats anònimes,Nombre,9
2025,3,Sants-Montjuïc,18,Sants,103,Societats anònimes,Nombre,1
2025,3,Sants-Montjuïc,18,Sants,104,Societats anònimes,Nombre,8
2025,3,Sants-Montjuïc,18,Sants,105,Societats anònimes,Nombre,18
2025,3,Sants-Montjuïc,18,Sants,106,Societats anònimes,Nombre,22
2025,3,Sants-Montjuïc,18,Sants,107,Societats anònimes,Nombre,4
2025,3,Sants-Montjuïc,18,Sants,108,Societats anònimes,Nombre,7
2025,3,Sants-Montjuïc,18,Sants,109,Societats anònimes,Nombre,27
2025,3,Sants-Montjuïc,18,Sants,110,Societats anònimes,Nombre,60
2025,3,Sants-Montjuïc,18,Sants,111,Societats anònimes,Nombre,8
2025,3,Sants-Montjuïc,18,Sants,112,Societats anònimes,Nombre,75
2025,3,Sants-Montjuïc,18,Sants,113,Societats anònimes,Nombre,5
2025,3,Sants-Montjuïc,18,Sants,114,Societats anònimes,Nombre,4
2025,3,Sants-Montjuïc,11,el Poble Sec,1,Societats responsabilitat limitada,Nombre,44
2025,3,Sants-Montjuïc,11,el Poble Sec,2,Societats responsabilitat limitada,Nombre,84
2025,3,Sants-Montjuïc,11,el Poble Sec,3,Societats responsabilitat limitada,Nombre,102
2025,3,Sants-Montjuïc,11,el Poble Sec,4,Societats responsabilitat limitada,Nombre,42
2025,3,Sants-Montjuïc,11,el Poble Sec,5,Societats responsabilitat limitada,Nombre,44
2025,3,Sants-Montjuïc,11,el Poble Sec,6,Societats responsabilitat limitada,Nombre,58
2025,3,Sants-Montjuïc,11,el Poble Sec,7,Societats responsabilitat limitada,Nombre,61
2025,3,Sants-Montjuïc,11,el Poble Sec,8,Societats responsabilitat limitada,Nombre,51
2025,3,Sants-Montjuïc,11,el Poble Sec,9,Societats responsabilitat limitada,Nombre,35
2025,3,Sants-Montjuïc,11,el Poble Sec,10,Societats responsabilitat limitada,Nombre,68
2025,3,Sants-Montjuïc,11,el Poble Sec,11,Societats responsabilitat limitada,Nombre,89
2025,3,Sants-Montjuïc,11,el Poble Sec,12,Societats responsabilitat limitada,Nombre,159
2025,3,Sants-Montjuïc,11,el Poble Sec,13,Societats responsabilitat limitada,Nombre,82
2025,3,Sants-Montjuïc,11,el Poble Sec,14,Societats responsabilitat limitada,Nombre,81
2025,3,Sants-Montjuïc,11,el Poble Sec,15,Societats responsabilitat limitada,Nombre,165
2025,3,Sants-Montjuïc,11,el Poble Sec,16,Societats responsabilitat limitada,Nombre,109
2025,3,Sants-Montjuïc,11,el Poble Sec,17,Societats responsabilitat limitada,Nombre,80
2025,3,Sants-Montjuïc,11,el Poble Sec,18,Societats responsabilitat limitada,Nombre,58
2025,3,Sants-Montjuïc,11,el Poble Sec,19,Societats responsabilitat limitada,Nombre,104
2025,3,Sants-Montjuïc,11,el Poble Sec,20,Societats responsabilitat limitada,Nombre,26
2025,3,Sants-Montjuïc,11,el Poble Sec,21,Societats responsabilitat limitada,Nombre,93
2025,3,Sants-Montjuïc,11,el Poble Sec,22,Societats responsabilitat limitada,Nombre,51
2025,3,Sants-Montjuïc,11,el Poble Sec,23,Societats responsabilitat limitada,Nombre,47
2025,3,Sants-Montjuïc,11,el Poble Sec,24,Societats responsabilitat limitada,Nombre,131
2025,3,Sants-Montjuïc,12,la Marina del Prat Vermell,25,Societats responsabilitat limitada,Nombre,306
2025,3,Sants-Montjuïc,13,la Marina de Port,26,Societats responsabilitat limitada,Nombre,2
2025,3,Sants-Montjuïc,13,la Marina de Port,27,Societats responsabilitat limitada,Nombre,4
2025,3,Sants-Montjuïc,13,la Marina de Port,28,Societats responsabilitat limitada,Nombre,28
2025,3,Sants-Montjuïc,13,la Marina de Port,29,Societats responsabilitat limitada,Nombre,2
2025,3,Sants-Montjuïc,13,la Marina de Port,30,Societats responsabilitat limitada,Nombre,7
2025,3,Sants-Montjuïc,13,la Marina de Port,31,Societats responsabilitat limitada,Nombre,14
2025,3,Sants-Montjuïc,13,la Marina de Port,32,Societats responsabilitat limitada,Nombre,54
2025,3,Sants-Montjuïc,13,la Marina de Port,33,Societats responsabilitat limitada,Nombre,40
2025,3,Sants-Montjuïc,13,la Marina de Port,34,Societats responsabilitat limitada,Nombre,19
2025,3,Sants-Montjuïc,13,la Marina de Port,35,Societats responsabilitat limitada,Nombre,10
2025,3,Sants-Montjuïc,13,la Marina de Port,36,Societats responsabilitat limitada,Nombre,18
2025,3,Sants-Montjuïc,13,la Marina de Port,37,Societats responsabilitat limitada,Nombre,3
2025,3,Sants-Montjuïc,13,la Marina de Port,38,Societats responsabilitat limitada,Nombre,5
2025,3,Sants-Montjuïc,13,la Marina de Port,39,Societats responsabilitat limitada,Nombre,14
2025,3,Sants-Montjuïc,13,la Marina de Port,211,Societats responsabilitat limitada,Nombre,9
2025,3,Sants-Montjuïc,13,la Marina de Port,212,Societats responsabilitat limitada,Nombre,28
2025,3,Sants-Montjuïc,13,la Marina de Port,213,Societats responsabilitat limitada,Nombre,33
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,40,Societats responsabilitat limitada,Nombre,8
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,41,Societats responsabilitat limitada,Nombre,10
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,42,Societats responsabilitat limitada,Nombre,39
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,43,Societats responsabilitat limitada,Nombre,102
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,44,Societats responsabilitat limitada,Nombre,82
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,45,Societats responsabilitat limitada,Nombre,131
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,46,Societats responsabilitat limitada,Nombre,34
2025,3,Sants-Montjuïc,15,Hostafrancs,47,Societats responsabilitat limitada,Nombre,141
2025,3,Sants-Montjuïc,15,Hostafrancs,48,Societats responsabilitat limitada,Nombre,106
2025,3,Sants-Montjuïc,15,Hostafrancs,49,Societats responsabilitat limitada,Nombre,88
2025,3,Sants-Montjuïc,15,Hostafrancs,50,Societats responsabilitat limitada,Nombre,110
2025,3,Sants-Montjuïc,15,Hostafrancs,51,Societats responsabilitat limitada,Nombre,167
2025,3,Sants-Montjuïc,15,Hostafrancs,52,Societats responsabilitat limitada,Nombre,89
2025,3,Sants-Montjuïc,15,Hostafrancs,53,Societats responsabilitat limitada,Nombre,98
2025,3,Sants-Montjuïc,15,Hostafrancs,54,Societats responsabilitat limitada,Nombre,56
2025,3,Sants-Montjuïc,15,Hostafrancs,55,Societats responsabilitat limitada,Nombre,51
2025,3,Sants-Montjuïc,15,Hostafrancs,56,Societats responsabilitat limitada,Nombre,15
2025,3,Sants-Montjuïc,16,la Bordeta,57,Societats responsabilitat limitada,Nombre,36
2025,3,Sants-Montjuïc,16,la Bordeta,58,Societats responsabilitat limitada,Nombre,113
2025,3,Sants-Montjuïc,16,la Bordeta,59,Societats responsabilitat limitada,Nombre,22
2025,3,Sants-Montjuïc,16,la Bordeta,60,Societats responsabilitat limitada,Nombre,44
2025,3,Sants-Montjuïc,16,la Bordeta,61,Societats responsabilitat limitada,Nombre,11
2025,3,Sants-Montjuïc,16,la Bordeta,62,Societats responsabilitat limitada,Nombre,105
2025,3,Sants-Montjuïc,16,la Bordeta,63,Societats responsabilitat limitada,Nombre,76
2025,3,Sants-Montjuïc,16,la Bordeta,64,Societats responsabilitat limitada,Nombre,436
2025,3,Sants-Montjuïc,16,la Bordeta,65,Societats responsabilitat limitada,Nombre,8
2025,3,Sants-Montjuïc,16,la Bordeta,66,Societats responsabilitat limitada,Nombre,50
2025,3,Sants-Montjuïc,16,la Bordeta,67,Societats responsabilitat limitada,Nombre,19
2025,3,Sants-Montjuïc,16,la Bordeta,68,Societats responsabilitat limitada,Nombre,16
2025,3,Sants-Montjuïc,16,la Bordeta,69,Societats responsabilitat limitada,Nombre,7
2025,3,Sants-Montjuïc,17,Sants-Badal,70,Societats responsabilitat limitada,Nombre,39
2025,3,Sants-Montjuïc,17,Sants-Badal,71,Societats responsabilitat limitada,Nombre,65
