Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Seccio_censal,Desc_tipus_propietari,Concepte,Valor
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,Subjecte físic,Valor_cadastral,66387472.43
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,Subjecte físic,Valor_cadastral,63154054.85
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,Subjecte físic,Valor_cadastral,70388166.23
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,Subjecte físic,Valor_cadastral,59698169.24
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,Subjecte físic,Valor_cadastral,61284484.44
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,Subjecte físic,Valor_cadastral,146186288.5
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,Subjecte físic,Valor_cadastral,57154383.17
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,Subjecte físic,Valor_cadastral,49320188.56
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,Subjecte físic,Valor_cadastral,64699065.03
2025,1,Ciutat Vella,1,el Raval,1,Subjecte jurídic,Valor_cadastral,115381520.6
2025,1,Ciutat Vella,1,el Raval,2,Subjecte jurídic,Valor_cadastral,74610341.27
2025,1,Ciutat Vella,1,el Raval,3,Subjecte jurídic,Valor_cadastral,65043795.83
2025,1,Ciutat Vella,1,el Raval,4,Subjecte jurídic,Valor_cadastral,123336654
2025,1,Ciutat Vella,1,el Raval,5,Subjecte jurídic,Valor_cadastral,178746677
2025,1,Ciutat Vella,1,el Raval,6,Subjecte jurídic,Valor_cadastral,65400961.61
2025,1,Ciutat Vella,1,el Raval,7,Subjecte jurídic,Valor_cadastral,64522748.75
2025,1,Ciutat Vella,1,el Raval,8,Subjecte jurídic,Valor_cadastral,38601131.38
2025,1,Ciutat Vella,1,el Raval,9,Subjecte jurídic,Valor_cadastral,22660454.75
2025,1,Ciutat Vella,1,el Raval,10,Subjecte jurídic,Valor_cadastral,25886209.18
2025,1,Ciutat Vella,1,el Raval,11,Subjecte jurídic,Valor_cadastral,48780188.56
2025,1,Ciutat Vella,1,el Raval,12,Subjecte jurídic,Valor_cadastral,22317145.31
2025,1,Ciutat Vella,1,el Raval,13,Subjecte jurídic,Valor_cadastral,18675985.02
2025,1,Ciutat Vella,1,el Raval,14,Subjecte jurídic,Valor_cadastral,15984916.19
2025,1,Ciutat Vella,1,el Raval,15,Subjecte jurídic,Valor_cadastral,21903589.38
2025,1,Ciutat Vella,1,el Raval,16,Subjecte jurídic,Valor_cadastral,21760138.61
2025,1,Ciutat Vella,1,el Raval,17,Subjecte jurídic,Valor_cadastral,17664505.49
2025,1,Ciutat Vella,1,el Raval,18,Subjecte jurídic,Valor_cadastral,92462019.1
2025,1,Ciutat Vella,1,el Raval,19,Subjecte jurídic,Valor_cadastral,126362065.8
2025,1,Ciutat Vella,1,el Raval,20,Subjecte jurídic,Valor_cadastral,188003265.3
2025,1,Ciutat Vella,1,el Raval,21,Subjecte jurídic,Valor_cadastral,314092481.1
2025,1,Ciutat Vella,2,el Barri Gòtic,22,Subjecte jurídic,Valor_cadastral,717937982.5
2025,1,Ciutat Vella,2,el Barri Gòtic,23,Subjecte jurídic,Valor_cadastral,459688239.4
2025,1,Ciutat Vella,2,el Barri Gòtic,25,Subjecte jurídic,Valor_cadastral,138864619.1
2025,1,Ciutat Vella,2,el Barri Gòtic,26,Subjecte jurídic,Valor_cadastral,144727015.4
2025,1,Ciutat Vella,2,el Barri Gòtic,27,Subjecte jurídic,Valor_cadastral,110195981
2025,1,Ciutat Vella,2,el Barri Gòtic,28,Subjecte jurídic,Valor_cadastral,197768244.6
2025,1,Ciutat Vella,2,el Barri Gòtic,29,Subjecte jurídic,Valor_cadastral,81354829.04
2025,1,Ciutat Vella,2,el Barri Gòtic,30,Subjecte jurídic,Valor_cadastral,148795091.5
2025,1,Ciutat Vella,2,el Barri Gòtic,31,Subjecte jurídic,Valor_cadastral,84920247.98
2025,1,Ciutat Vella,3,la Barceloneta,32,Subjecte jurídic,Valor_cadastral,40019186.12
2025,1,Ciutat Vella,3,la Barceloneta,33,Subjecte jurídic,Valor_cadastral,16336428.12
2025,1,Ciutat Vella,3,la Barceloneta,34,Subjecte jurídic,Valor_cadastral,9839874.58
2025,1,Ciutat Vella,3,la Barceloneta,35,Subjecte jurídic,Valor_cadastral,16353836.56
2025,1,Ciutat Vella,3,la Barceloneta,36,Subjecte jurídic,Valor_cadastral,352368514.2
2025,1,Ciutat Vella,3,la Barceloneta,37,Subjecte jurídic,Valor_cadastral,14821169.53
2025,1,Ciutat Vella,3,la Barceloneta,38,Subjecte jurídic,Valor_cadastral,8773674.78
2025,1,Ciutat Vella,3,la Barceloneta,39,Subjecte jurídic,Valor_cadastral,17437015.87
2025,1,Ciutat Vella,3,la Barceloneta,40,Subjecte jurídic,Valor_cadastral,16657997.89
2025,1,Ciutat Vella,3,la Barceloneta,41,Subjecte jurídic,Valor_cadastral,12856061.83
2025,1,Ciutat Vella,3,la Barceloneta,42,Subjecte jurídic,Valor_cadastral,48079727.95
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,Subjecte jurídic,Valor_cadastral,269100882.5
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,Subjecte jurídic,Valor_cadastral,68524768.11
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,Subjecte jurídic,Valor_cadastral,73788356.75
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,Subjecte jurídic,Valor_cadastral,130338207.9
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,Subjecte jurídic,Valor_cadastral,127322248.3
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,Subjecte jurídic,Valor_cadastral,48170849.59
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,Subjecte jurídic,Valor_cadastral,40745325.74
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,Subjecte jurídic,Valor_cadastral,34250452.33
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,Subjecte jurídic,Valor_cadastral,20190978.7
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,Subjecte jurídic,Valor_cadastral,193779910.3
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,Subjecte jurídic,Valor_cadastral,54037612
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,Subjecte jurídic,Valor_cadastral,28090678.47
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,Subjecte jurídic,Valor_cadastral,68999633.88
2025,1,Ciutat Vella,1,el Raval,2,Comunitat de propietaris,Valor_cadastral,9373.09
2025,1,Ciutat Vella,1,el Raval,3,Comunitat de propietaris,Valor_cadastral,5906.01
2025,1,Ciutat Vella,1,el Raval,4,Comunitat de propietaris,Valor_cadastral,27324.36
2025,1,Ciutat Vella,1,el Raval,5,Comunitat de propietaris,Valor_cadastral,12558.28
2025,1,Ciutat Vella,1,el Raval,10,Comunitat de propietaris,Valor_cadastral,19482.61
2025,1,Ciutat Vella,1,el Raval,15,Comunitat de propietaris,Valor_cadastral,1247561.04
2025,1,Ciutat Vella,1,el Raval,19,Comunitat de propietaris,Valor_cadastral,18138.83
2025,1,Ciutat Vella,1,el Raval,21,Comunitat de propietaris,Valor_cadastral,10650.62
2025,1,Ciutat Vella,2,el Barri Gòtic,22,Comunitat de propietaris,Valor_cadastral,139900.21
2025,1,Ciutat Vella,2,el Barri Gòtic,25,Comunitat de propietaris,Valor_cadastral,53573.46
2025,1,Ciutat Vella,2,el Barri Gòtic,26,Comunitat de propietaris,Valor_cadastral,16493.08
2025,1,Ciutat Vella,2,el Barri Gòtic,27,Comunitat de propietaris,Valor_cadastral,237725.63
2025,1,Ciutat Vella,2,el Barri Gòtic,28,Comunitat de propietaris,Valor_cadastral,2257.87
2025,1,Ciutat Vella,2,el Barri Gòtic,29,Comunitat de propietaris,Valor_cadastral,30687.53
2025,1,Ciutat Vella,2,el Barri Gòtic,31,Comunitat de propietaris,Valor_cadastral,7899.95
2025,1,Ciutat Vella,3,la Barceloneta,32,Comunitat de propietaris,Valor_cadastral,463263.54
2025,1,Ciutat Vella,3,la Barceloneta,39,Comunitat de propietaris,Valor_cadastral,22223.08
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,Comunitat de propietaris,Valor_cadastral,47065.61
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,Comunitat de propietaris,Valor_cadastral,15114.06
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,Comunitat de propietaris,Valor_cadastral,5995.27
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,Comunitat de propietaris,Valor_cadastral,203622.65
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,Comunitat de propietaris,Valor_cadastral,23857.74
2025,1,Ciutat Vella,1,el Raval,1,Altres,Valor_cadastral,294178.5
2025,1,Ciutat Vella,1,el Raval,3,Altres,Valor_cadastral,80307.53
2025,1,Ciutat Vella,1,el Raval,4,Altres,Valor_cadastral,50836.55
2025,1,Ciutat Vella,1,el Raval,5,Altres,Valor_cadastral,1404641.67
2025,1,Ciutat Vella,1,el Raval,6,Altres,Valor_cadastral,165921.4
2025,1,Ciutat Vella,1,el Raval,8,Altres,Valor_cadastral,179470.39
2025,1,Ciutat Vella,1,el Raval,10,Altres,Valor_cadastral,45318.34
2025,1,Ciutat Vella,1,el Raval,11,Altres,Valor_cadastral,763558.22
2025,1,Ciutat Vella,1,el Raval,12,Altres,Valor_cadastral,361456.64
2025,1,Ciutat Vella,1,el Raval,13,Altres,Valor_cadastral,710859.07
2025,1,Ciutat Vella,1,el Raval,14,Altres,Valor_cadastral,23275.17
2025,1,Ciutat Vella,1,el Raval,15,Altres,Valor_cadastral,40877.01
2025,1,Ciutat Vella,1,el Raval,17,Altres,Valor_cadastral,24992.08
2025,1,Ciutat Vella,1,el Raval,18,Altres,Valor_cadastral,1397202
2025,1,Ciutat Vella,1,el Raval,19,Altres,Valor_cadastral,135808.27
2025,1,Ciutat Vella,1,el Raval,20,Altres,Valor_cadastral,31093.14
2025,1,Ciutat Vella,2,el Barri Gòtic,22,Altres,Valor_cadastral,221556.18
2025,1,Ciutat Vella,2,el Barri Gòtic,25,Altres,Valor_cadastral,73241.16
2025,1,Ciutat Vella,2,el Barri Gòtic,26,Altres,Valor_cadastral,906324.86
2025,1,Ciutat Vella,2,el Barri Gòtic,27,Altres,Valor_cadastral,345637.49
2025,1,Ciutat Vella,2,el Barri Gòtic,28,Altres,Valor_cadastral,118311.74
2025,1,Ciutat Vella,2,el Barri Gòtic,29,Altres,Valor_cadastral,429043.15
2025,1,Ciutat Vella,2,el Barri Gòtic,30,Altres,Valor_cadastral,69216.85
2025,1,Ciutat Vella,2,el Barri Gòtic,31,Altres,Valor_cadastral,61897.6
2025,1,Ciutat Vella,3,la Barceloneta,32,Altres,Valor_cadastral,1557951.62
2025,1,Ciutat Vella,3,la Barceloneta,34,Altres,Valor_cadastral,40714.1
2025,1,Ciutat Vella,3,la Barceloneta,35,Altres,Valor_cadastral,278189.42
2025,1,Ciutat Vella,3,la Barceloneta,37,Altres,Valor_cadastral,41920.32
2025,1,Ciutat Vella,3,la Barceloneta,38,Altres,Valor_cadastral,41587.56
2025,1,Ciutat Vella,3,la Barceloneta,39,Altres,Valor_cadastral,275272.48
2025,1,Ciutat Vella,3,la Barceloneta,40,Altres,Valor_cadastral,214343.24
2025,1,Ciutat Vella,3,la Barceloneta,41,Altres,Valor_cadastral,256512.79
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,Altres,Valor_cadastral,291694.8
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,Altres,Valor_cadastral,106514.77
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,Altres,Valor_cadastral,84350.78
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,Altres,Valor_cadastral,162708.3
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,Altres,Valor_cadastral,354380
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,Altres,Valor_cadastral,708517.96
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,Altres,Valor_cadastral,180776.15
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,Altres,Valor_cadastral,61941.93
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,Altres,Valor_cadastral,226638.33
2025,2,L'Eixample,5,el Fort Pienc,1,Subjecte físic,Valor_cadastral,49389684.65
2025,2,L'Eixample,5,el Fort Pienc,2,Subjecte físic,Valor_cadastral,78467185.62
2025,2,L'Eixample,5,el Fort Pienc,3,Subjecte físic,Valor_cadastral,52736543.38
2025,2,L'Eixample,5,el Fort Pienc,4,Subjecte físic,Valor_cadastral,48752453.3
2025,2,L'Eixample,5,el Fort Pienc,5,Subjecte físic,Valor_cadastral,119005982.2
2025,2,L'Eixample,5,el Fort Pienc,6,Subjecte físic,Valor_cadastral,92266054.9
2025,2,L'Eixample,5,el Fort Pienc,7,Subjecte físic,Valor_cadastral,60140450.78
2025,2,L'Eixample,5,el Fort Pienc,8,Subjecte físic,Valor_cadastral,80985615.48
2025,2,L'Eixample,5,el Fort Pienc,9,Subjecte físic,Valor_cadastral,87976281.04
2025,2,L'Eixample,5,el Fort Pienc,10,Subjecte físic,Valor_cadastral,57505170.2
2025,2,L'Eixample,5,el Fort Pienc,11,Subjecte físic,Valor_cadastral,55188189.37
2025,2,L'Eixample,5,el Fort Pienc,12,Subjecte físic,Valor_cadastral,50981714.87
2025,2,L'Eixample,5,el Fort Pienc,13,Subjecte físic,Valor_cadastral,41204214.57
2025,2,L'Eixample,5,el Fort Pienc,14,Subjecte físic,Valor_cadastral,43432689.85
2025,2,L'Eixample,5,el Fort Pienc,15,Subjecte físic,Valor_cadastral,57356152.75
2025,2,L'Eixample,5,el Fort Pienc,16,Subjecte físic,Valor_cadastral,94211244.91
2025,2,L'Eixample,5,el Fort Pienc,17,Subjecte físic,Valor_cadastral,105529187.5
2025,2,L'Eixample,5,el Fort Pienc,18,Subjecte físic,Valor_cadastral,100699888.8
2025,2,L'Eixample,5,el Fort Pienc,19,Subjecte físic,Valor_cadastral,85791910.67
2025,2,L'Eixample,5,el Fort Pienc,20,Subjecte físic,Valor_cadastral,52032653.25
2025,2,L'Eixample,6,la Sagrada Família,21,Subjecte físic,Valor_cadastral,60139204.44
2025,2,L'Eixample,6,la Sagrada Família,22,Subjecte físic,Valor_cadastral,51375910.42
2025,2,L'Eixample,6,la Sagrada Família,23,Subjecte físic,Valor_cadastral,49599877.68
2025,2,L'Eixample,6,la Sagrada Família,24,Subjecte físic,Valor_cadastral,41551624.34
2025,2,L'Eixample,6,la Sagrada Família,25,Subjecte físic,Valor_cadastral,53147497.53
2025,2,L'Eixample,6,la Sagrada Família,26,Subjecte físic,Valor_cadastral,97574733.07
2025,2,L'Eixample,6,la Sagrada Família,27,Subjecte físic,Valor_cadastral,78194291.38
2025,2,L'Eixample,6,la Sagrada Família,28,Subjecte físic,Valor_cadastral,91517529.21
2025,2,L'Eixample,6,la Sagrada Família,29,Subjecte físic,Valor_cadastral,48034267.04
2025,2,L'Eixample,6,la Sagrada Família,30,Subjecte físic,Valor_cadastral,53810514.69
2025,2,L'Eixample,6,la Sagrada Família,31,Subjecte físic,Valor_cadastral,41679436.5
2025,2,L'Eixample,6,la Sagrada Família,32,Subjecte físic,Valor_cadastral,45467151.21
2025,2,L'Eixample,6,la Sagrada Família,33,Subjecte físic,Valor_cadastral,53862226.09
2025,2,L'Eixample,6,la Sagrada Família,34,Subjecte físic,Valor_cadastral,46918884.06
2025,2,L'Eixample,6,la Sagrada Família,35,Subjecte físic,Valor_cadastral,54500430.23
2025,2,L'Eixample,6,la Sagrada Família,36,Subjecte físic,Valor_cadastral,57567259.11
2025,2,L'Eixample,6,la Sagrada Família,37,Subjecte físic,Valor_cadastral,58195466.79
2025,2,L'Eixample,6,la Sagrada Família,38,Subjecte físic,Valor_cadastral,71113243.47
2025,2,L'Eixample,6,la Sagrada Família,39,Subjecte físic,Valor_cadastral,68836522.67
2025,2,L'Eixample,6,la Sagrada Família,40,Subjecte físic,Valor_cadastral,60767489.22
2025,2,L'Eixample,6,la Sagrada Família,41,Subjecte físic,Valor_cadastral,73067385.23
2025,2,L'Eixample,6,la Sagrada Família,42,Subjecte físic,Valor_cadastral,81919415.55
2025,2,L'Eixample,6,la Sagrada Família,43,Subjecte físic,Valor_cadastral,73644147.58
2025,2,L'Eixample,6,la Sagrada Família,44,Subjecte físic,Valor_cadastral,53076018.38
2025,2,L'Eixample,6,la Sagrada Família,45,Subjecte físic,Valor_cadastral,55643861.99
2025,2,L'Eixample,6,la Sagrada Família,46,Subjecte físic,Valor_cadastral,83254608.96
2025,2,L'Eixample,6,la Sagrada Família,47,Subjecte físic,Valor_cadastral,86818251.87
2025,2,L'Eixample,6,la Sagrada Família,48,Subjecte físic,Valor_cadastral,73118789.24
2025,2,L'Eixample,6,la Sagrada Família,49,Subjecte físic,Valor_cadastral,94471466.68
2025,2,L'Eixample,6,la Sagrada Família,50,Subjecte físic,Valor_cadastral,70426030.33
2025,2,L'Eixample,6,la Sagrada Família,51,Subjecte físic,Valor_cadastral,91510064.03
2025,2,L'Eixample,6,la Sagrada Família,52,Subjecte físic,Valor_cadastral,97034490.88
2025,2,L'Eixample,6,la Sagrada Família,53,Subjecte físic,Valor_cadastral,89494852.66
2025,2,L'Eixample,6,la Sagrada Família,54,Subjecte físic,Valor_cadastral,100320841.5
2025,2,L'Eixample,7,la Dreta de l'Eixample,55,Subjecte físic,Valor_cadastral,95466031.52
2025,2,L'Eixample,7,la Dreta de l'Eixample,56,Subjecte físic,Valor_cadastral,85662755.99
2025,2,L'Eixample,7,la Dreta de l'Eixample,57,Subjecte físic,Valor_cadastral,81833911.02
2025,2,L'Eixample,7,la Dreta de l'Eixample,58,Subjecte físic,Valor_cadastral,105695296.9
2025,2,L'Eixample,7,la Dreta de l'Eixample,59,Subjecte físic,Valor_cadastral,112441607.3
2025,2,L'Eixample,7,la Dreta de l'Eixample,60,Subjecte físic,Valor_cadastral,103084460.9
2025,2,L'Eixample,7,la Dreta de l'Eixample,61,Subjecte físic,Valor_cadastral,86070713.37
2025,2,L'Eixample,7,la Dreta de l'Eixample,62,Subjecte físic,Valor_cadastral,107097997.7
2025,2,L'Eixample,7,la Dreta de l'Eixample,63,Subjecte físic,Valor_cadastral,115769904.5
2025,2,L'Eixample,7,la Dreta de l'Eixample,64,Subjecte físic,Valor_cadastral,103061398
2025,2,L'Eixample,7,la Dreta de l'Eixample,65,Subjecte físic,Valor_cadastral,123487334.6
2025,2,L'Eixample,7,la Dreta de l'Eixample,66,Subjecte físic,Valor_cadastral,109164776.2
2025,2,L'Eixample,7,la Dreta de l'Eixample,67,Subjecte físic,Valor_cadastral,86752592.58
2025,2,L'Eixample,7,la Dreta de l'Eixample,68,Subjecte físic,Valor_cadastral,94067644.61
2025,2,L'Eixample,7,la Dreta de l'Eixample,69,Subjecte físic,Valor_cadastral,101382727
2025,2,L'Eixample,7,la Dreta de l'Eixample,70,Subjecte físic,Valor_cadastral,94771262.73
2025,2,L'Eixample,7,la Dreta de l'Eixample,71,Subjecte físic,Valor_cadastral,145456213.5
2025,2,L'Eixample,7,la Dreta de l'Eixample,72,Subjecte físic,Valor_cadastral,110383833
2025,2,L'Eixample,7,la Dreta de l'Eixample,73,Subjecte físic,Valor_cadastral,126381547.2
2025,2,L'Eixample,7,la Dreta de l'Eixample,74,Subjecte físic,Valor_cadastral,104378450.9
2025,2,L'Eixample,7,la Dreta de l'Eixample,75,Subjecte físic,Valor_cadastral,111399204.5
2025,2,L'Eixample,7,la Dreta de l'Eixample,76,Subjecte físic,Valor_cadastral,153095044
2025,2,L'Eixample,7,la Dreta de l'Eixample,77,Subjecte físic,Valor_cadastral,268489630.6
2025,2,L'Eixample,7,la Dreta de l'Eixample,78,Subjecte físic,Valor_cadastral,290543450.6
2025,2,L'Eixample,7,la Dreta de l'Eixample,79,Subjecte físic,Valor_cadastral,293629905.5
2025,2,L'Eixample,7,la Dreta de l'Eixample,80,Subjecte físic,Valor_cadastral,234979707.4
2025,2,L'Eixample,7,la Dreta de l'Eixample,81,Subjecte físic,Valor_cadastral,340377374.4
2025,2,L'Eixample,7,la Dreta de l'Eixample,82,Subjecte físic,Valor_cadastral,125249660.5
2025,2,L'Eixample,7,la Dreta de l'Eixample,83,Subjecte físic,Valor_cadastral,302462215.1
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,84,Subjecte físic,Valor_cadastral,136677202.3
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,85,Subjecte físic,Valor_cadastral,139705200.5
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,86,Subjecte físic,Valor_cadastral,119560432.8
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,87,Subjecte físic,Valor_cadastral,100549437.5
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,88,Subjecte físic,Valor_cadastral,131194750
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,89,Subjecte físic,Valor_cadastral,135498642.4
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,90,Subjecte físic,Valor_cadastral,112847097.2
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,91,Subjecte físic,Valor_cadastral,141410702.4
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,92,Subjecte físic,Valor_cadastral,129237302.2
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,93,Subjecte físic,Valor_cadastral,122633799.1
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,94,Subjecte físic,Valor_cadastral,110158191.8
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,95,Subjecte físic,Valor_cadastral,104915031.7
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,96,Subjecte físic,Valor_cadastral,83554272.8
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,97,Subjecte físic,Valor_cadastral,67887149.46
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,98,Subjecte físic,Valor_cadastral,101540837.7
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,99,Subjecte físic,Valor_cadastral,99090312.69
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,100,Subjecte físic,Valor_cadastral,97729654.25
2025,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,101,Subjecte físic,Valor_cadastral,128058809.2
